"Scenario","Year_Loop","Year","Loop","BonFlowAJ","BonTempAJ","LGrFlowAJ","LGrTempAJ","SpringSurv_BoToLG","SummerSurv_BoToLG","ChinookSurv_BoToLG","SockeyeSurv_BoToLG","Spr_Pred_BOLG_inriver","Sum_Pred_BOLG_inriver","Spr_Pred_BOLG_transport","Sum_Pred_BOLG_transport"
"Dry","1940_2",1940,2,225.346307694505,15.2612087912088,99.6483626408791,15.1784615384615,0.792225463951121,0.498365112563345,0.617899310229538,0.0450270600565419,0.807432078692599,0.638754282711759,0.846735003689801,0.539504369805827
"Dry","1940_3",1940,3,225.346307694505,15.2612087912088,99.6483626408791,15.1784615384615,0.79441042475851,0.583641617329947,0.669232893283821,0.0392026228670562,0.80862726873465,0.635651246522871,0.773924829508649,0.533353146107213
"Dry","1940_4",1940,4,225.346307694505,15.2612087912088,99.6483626408791,15.1784615384615,0.854165764103908,0.493377445800046,0.628508545113704,0.0488155854473849,0.86257709614773,0.702747378344447,0.820999651259709,0.652654486173725
"Dry","1940_5",1940,5,225.346307694505,15.2612087912088,99.6483626408791,15.1784615384615,0.831192799780723,0.618778488703097,0.709533680955585,0.0448691717664897,0.822088095568178,0.583453100210817,0.823516700648443,0.534756956502804
"Dry","1940_6",1940,6,225.346307694505,15.2612087912088,99.6483626408791,15.1784615384615,0.746375501298707,0.614471061591461,0.671887254863819,0.0387239738162339,0.850747786028771,0.587031697474583,0.809886504513768,0.555103004929826
"Dry","1940_7",1940,7,225.346307694505,15.2612087912088,99.6483626408791,15.1784615384615,0.852294012251792,0.641439229542567,0.727396250953668,0.0446103639617691,0.867969059693573,0.600283988795106,0.816277603871284,0.516327213229896
"Dry","1940_8",1940,8,225.346307694505,15.2612087912088,99.6483626408791,15.1784615384615,0.782599064362727,0.452570000634542,0.580204754255524,0.0432056843852048,0.732960687089655,0.562931330697325,0.722037896161652,0.607024581271352
"Dry","1940_9",1940,9,225.346307694505,15.2612087912088,99.6483626408791,15.1784615384615,0.77492827490955,0.648924125351999,0.702828631025603,0.0521470945357519,0.818800062119328,0.600270976419151,0.776358041335034,0.541196757515496
"Dry","1941_1",1941,1,182.051923078022,14.7776923076923,73.5615054947253,14.9063736263736,0.875421950240663,0.632644310648316,0.739766813491124,0.269007603905459,0.843981178145378,0.668078174878936,0.837040946833392,0.673847393115799
"Dry","1941_10",1941,10,182.051923078022,14.7776923076923,73.5615054947253,14.9063736263736,0.862055009335546,0.678523121538116,0.750151677158451,0.244818459389109,0.871105697057549,0.789728344396291,0.831435061983705,0.7446022256763
"Dry","1941_2",1941,2,182.051923078022,14.7776923076923,73.5615054947253,14.9063736263736,0.838086455462981,0.691339824173795,0.753538317029278,0.242584565822469,0.85037483575414,0.739813252554009,0.84158352890682,0.706978396032301
"Dry","1941_3",1941,3,182.051923078022,14.7776923076923,73.5615054947253,14.9063736263736,0.862684425414042,0.764581406639121,0.805477944852946,0.240247061501912,0.844944754036242,0.650930612687534,0.800792219877307,0.604472788267404
