"Scenario","Year_Loop","Year","Loop","BonFlowAJ","BonTempAJ","LGrFlowAJ","LGrTempAJ","SpringSurv_BoToLG","SummerSurv_BoToLG","ChinookSurv_BoToLG","SockeyeSurv_BoToLG","Spr_Pred_BOLG_inriver","Sum_Pred_BOLG_inriver","Spr_Pred_BOLG_transport","Sum_Pred_BOLG_transport"
"Dry","1929_1",1929,1,130.576945057033,13.997032967033,51.3083186813187,13.7313186813187,0.818175903979957,0.626014376356697,0.710591444956424,0.161925103359972,0.806496928365102,0.60358483452879,0.793846714329335,0.598832225414341
"Dry","1929_10",1929,10,130.576945057033,13.997032967033,51.3083186813187,13.7313186813187,0.840665479540858,0.698767558660144,0.754577681346524,0.142734963789324,0.775476826189369,0.694219290408702,0.810340944403397,0.59538547457161
"Dry","1929_2",1929,2,130.576945057033,13.997032967033,51.3083186813187,13.7313186813187,0.778419006753537,0.649436606607169,0.704025178694408,0.160577027612303,0.837281711293615,0.631564029291323,0.814026638591718,0.639154046834397
"Dry","1929_3",1929,3,130.576945057033,13.997032967033,51.3083186813187,13.7313186813187,0.807789702216161,0.674894555971404,0.729826549664279,0.116623992640166,0.793580781492092,0.676551115918081,0.834465672376831,0.628690255329931
"Dry","1929_4",1929,4,130.576945057033,13.997032967033,51.3083186813187,13.7313186813187,0.789308474072139,0.643457584604651,0.700731076043867,0.106570715732345,0.814189505869303,0.741344814804263,0.766190796061932,0.721906670192199
"Dry","1929_5",1929,5,130.576945057033,13.997032967033,51.3083186813187,13.7313186813187,0.816264118141539,0.650867165202263,0.722215399811514,0.131144189002216,0.836285051821825,0.633892729779012,0.791978514184728,0.603936807892024
"Dry","1929_6",1929,6,130.576945057033,13.997032967033,51.3083186813187,13.7313186813187,0.8134093807512,0.702799096678464,0.750961742666027,0.11148177748769,0.795352676114324,0.678344414677665,0.824243719763126,0.637359851334441
"Dry","1929_7",1929,7,130.576945057033,13.997032967033,51.3083186813187,13.7313186813187,0.786069298663196,0.720149729606142,0.747893959466525,0.113400398089355,0.848641632198143,0.658248146961701,0.869281344085791,0.571977979787183
"Dry","1929_8",1929,8,130.576945057033,13.997032967033,51.3083186813187,13.7313186813187,0.859047553070074,0.721855581837891,0.777229539331911,0.111070872846615,0.833189112055203,0.680730497702016,0.813227089391492,0.673004216942985
"Dry","1929_9",1929,9,130.576945057033,13.997032967033,51.3083186813187,13.7313186813187,0.84956103936036,0.705807204897588,0.766702002374101,0.162896242652825,0.827502433329306,0.753301618118558,0.814669460726571,0.678107069050942
"Dry","1930_1",1930,1,139.74197802044,15.2105494505495,48.2786483515385,15.1945054945055,0.813874584244389,0.574062429492993,0.678086789228589,0.158257608396362,0.841916382580895,0.711321224221967,0.815359278460144,0.745881565588222
"Dry","1930_10",1930,10,139.74197802044,15.2105494505495,48.2786483515385,15.1945054945055,0.800698590530006,0.605994048671471,0.681487129795611,0.202977979839164,0.832195370855847,0.616987499843422,0.815546454279273,0.542437963633327
"Dry","1930_2",1930,2,139.74197802044,15.2105494505495,48.2786483515385,15.1945054945055,0.835299580012393,0.640795899029385,0.722123589950054,0.147879579550107,0.835571710879541,0.715335964067604,0.797791281123404,0.681177289985845
"Dry","1930_3",1930,3,139.74197802044,15.2105494505495,48.2786483515385,15.1945054945055,0.818734782532359,0.699173000648341,0.749462660604996,0.13594293027325,0.853824106078552,0.637254713237432,0.87955397459634,0.711434854763644
"Dry","1930_4",1930,4,139.74197802044,15.2105494505495,48.2786483515385,15.1945054945055,0.871966175575139,0.614038165017705,0.713641565283547,0.160298892750612,0.869379502827232,0.735329147467443,0.847990117823475,0.696163140841407
"Dry","1930_5",1930,5,139.74197802044,15.2105494505495,48.2786483515385,15.1945054945055,0.86595766042547,0.657927893795537,0.746964852552671,0.168234656573496,0.85194657717976,0.599694975940511,0.810366596238628,0.633116199113657
"Dry","1930_6",1930,6,139.74197802044,15.2105494505495,48.2786483515385,15.1945054945055,0.869656084852661,0.599815611942844,0.714171318033874,0.132263840481376,0.88165989842991,0.680804333167634,0.836883175190167,0.691764320385183
"Dry","1930_7",1930,7,139.74197802044,15.2105494505495,48.2786483515385,15.1945054945055,0.838616104721081,0.616595213470661,0.706635048745908,0.160508905126868,0.887429951243356,0.679758304545397,0.867902139798437,0.675157585098167
"Dry","1930_8",1930,8,139.74197802044,15.2105494505495,48.2786483515385,15.1945054945055,0.848466235174438,0.592218135875667,0.694161234546148,0.132656141663297,0.802519581657951,0.7114094022818,0.817287387255803,0.664780765169535
"Dry","1930_9",1930,9,139.74197802044,15.2105494505495,48.2786483515385,15.1945054945055,0.810254118163305,0.677338113562491,0.733868461192661,0.170732994395831,0.865983998595638,0.49786609159671,0.882106725622016,0.545383078121589
"Dry","1931_1",1931,1,150.733516484615,15.5597802197802,46.5871098904396,15.5884615384615,0.820491963378043,0.497693965210198,0.634477491025251,0.0989942026854376,0.774900018396074,0.461095318696615,0.836403081221087,0.443054235879055
"Dry","1931_10",1931,10,150.733516484615,15.5597802197802,46.5871098904396,15.5884615384615,0.762848640242376,0.506806067351313,0.604081132239973,0.0872816846639318,0.687760391633083,0.500590077553038,0.537334668539922,0.471680378375449
"Dry","1931_2",1931,2,150.733516484615,15.5597802197802,46.5871098904396,15.5884615384615,0.795213664000035,0.553639071089803,0.653257585490804,0.0750327354622263,0.742217317833786,0.512373400481076,0.747261148660108,0.4706111040632
"Dry","1931_3",1931,3,150.733516484615,15.5597802197802,46.5871098904396,15.5884615384615,0.807831998361677,0.504247820090251,0.62434473354293,0.0859225986077047,0.817741372190672,0.562355501690119,0.780579084546426,0.565976786749936
"Dry","1931_4",1931,4,150.733516484615,15.5597802197802,46.5871098904396,15.5884615384615,0.818705893767891,0.579184384075182,0.671111203296442,0.0885534636794524,0.813103091611649,0.603214322790876,0.849441803089653,0.604925088797324
"Dry","1931_5",1931,5,150.733516484615,15.5597802197802,46.5871098904396,15.5884615384615,0.766464375061538,0.469144534159862,0.592323404449976,0.102636591150438,0.784554201506004,0.603153128371908,0.70191001274771,0.608887763589085
"Dry","1931_6",1931,6,150.733516484615,15.5597802197802,46.5871098904396,15.5884615384615,0.784291269156652,0.401229280765408,0.558023223735984,0.0785169567810222,0.830426557539412,0.578921324930814,0.824604057448034,0.532046345384502
"Dry","1931_7",1931,7,150.733516484615,15.5597802197802,46.5871098904396,15.5884615384615,0.750810146816833,0.567420856609237,0.642479504240012,0.0999945281677383,0.825596952025423,0.584917032175567,0.822675781979959,0.513763132434188
"Dry","1931_8",1931,8,150.733516484615,15.5597802197802,46.5871098904396,15.5884615384615,0.749560020932356,0.51657718356971,0.608051946784328,0.0666324058395088,0.711114836731877,0.495946852953272,0.78416235529486,0.47807173706787
"Dry","1931_9",1931,9,150.733516484615,15.5597802197802,46.5871098904396,15.5884615384615,0.826482581468902,0.460786128007366,0.606801055975204,0.102295578790304,0.749767689860946,0.473324048985075,0.704956315223326,0.448614752001275
"Dry","1932_1",1932,1,302.908252750549,13.7930769230769,101.435813182418,14.0534065934066,0.777119354937862,0.670576048105986,0.718038768560174,0.268055436516153,0.791790274081866,0.640976091230122,0.797308431026911,0.666586949069544
"Dry","1932_10",1932,10,302.908252750549,13.7930769230769,101.435813182418,14.0534065934066,0.773670863058034,0.596981500054427,0.666913768836273,0.237111970651005,0.773740187129645,0.658150334960867,0.71276798368557,0.674855968863187
"Dry","1932_2",1932,2,302.908252750549,13.7930769230769,101.435813182418,14.0534065934066,0.808602893134992,0.703759763323441,0.748449208669862,0.235788509838209,0.727143472247565,0.733956458804946,0.725039674944225,0.686714032388612
"Dry","1932_3",1932,3,302.908252750549,13.7930769230769,101.435813182418,14.0534065934066,0.824532253191797,0.65262928280305,0.723497623512335,0.238109671823755,0.862422300542625,0.6368674428492,0.841102136855075,0.637905051227081
"Dry","1932_4",1932,4,302.908252750549,13.7930769230769,101.435813182418,14.0534065934066,0.764272376874185,0.709382198871931,0.731533584457587,0.261492322046258,0.78575863012182,0.536172465883867,0.797050763154912,0.64960228697513
"Dry","1932_5",1932,5,302.908252750549,13.7930769230769,101.435813182418,14.0534065934066,0.786141730729484,0.655130942556225,0.712068653143527,0.255515224796948,0.818479081562402,0.63960842698474,0.817932611880317,0.604134076470936
"Dry","1932_6",1932,6,302.908252750549,13.7930769230769,101.435813182418,14.0534065934066,0.810517480801501,0.604866787684823,0.693870976333024,0.223279231921458,0.805127832094583,0.623606274584013,0.71141596493452,0.590658129527978
"Dry","1932_7",1932,7,302.908252750549,13.7930769230769,101.435813182418,14.0534065934066,0.682632207038542,0.699542049362028,0.692504438538898,0.250744673637206,0.857116905078623,0.751526109603743,0.879446384770642,0.775334477803459
"Dry","1932_8",1932,8,302.908252750549,13.7930769230769,101.435813182418,14.0534065934066,0.830526945061849,0.766967401438402,0.793094591614176,0.193286191687809,0.767419879403608,0.542821178698131,0.735548322915219,0.595707166550461
"Dry","1932_9",1932,9,302.908252750549,13.7930769230769,101.435813182418,14.0534065934066,0.772349398881388,0.651214150030027,0.702880873719438,0.285042048236607,0.757635091846962,0.667153166372258,0.74353985717014,0.614524730874908
"Dry","1933_1",1933,1,170.803076918022,13.5502197802198,60.397186811978,13.876043956044,0.878216961802316,0.729705942478691,0.795707464157136,0.166544075198804,0.831842171757774,0.742694756801361,0.822933798777238,0.64075114600056
"Dry","1933_10",1933,10,170.803076918022,13.5502197802198,60.397186811978,13.876043956044,0.875263972183619,0.628980000229732,0.724004970605062,0.170770108232905,0.866992299400852,0.736336957343822,0.822787666709909,0.73610767772079
"Dry","1933_2",1933,2,170.803076918022,13.5502197802198,60.397186811978,13.876043956044,0.85113478480577,0.750186525518755,0.793764484973755,0.173232826798406,0.816970144727781,0.712199252495625,0.819183830328271,0.677585792195716
"Dry","1933_3",1933,3,170.803076918022,13.5502197802198,60.397186811978,13.876043956044,0.86710702719961,0.658864891266359,0.743972733197181,0.16958702599952,0.874397535729897,0.675795556669979,0.862897897639177,0.656778878972409
"Dry","1933_4",1933,4,170.803076918022,13.5502197802198,60.397186811978,13.876043956044,0.852094499581092,0.655354458039862,0.732249913244323,0.19742252731088,0.897605591483379,0.762375903249676,0.846389735865286,0.659836987792685
"Dry","1933_5",1933,5,170.803076918022,13.5502197802198,60.397186811978,13.876043956044,0.778647917385359,0.684993837737187,0.72679782353049,0.160250916832653,0.800334439361792,0.632917105639228,0.780462388438504,0.609054742832898
"Dry","1933_6",1933,6,170.803076918022,13.5502197802198,60.397186811978,13.876043956044,0.871214006059729,0.772570269559851,0.815682808879028,0.166939575655644,0.844051823273758,0.720668763820475,0.831098321448972,0.712300256178313
"Dry","1933_7",1933,7,170.803076918022,13.5502197802198,60.397186811978,13.876043956044,0.860866166785663,0.715336916518321,0.775642173952453,0.183177735033498,0.828146618177185,0.76173269765021,0.804607376787084,0.775317534024744
"Dry","1933_8",1933,8,170.803076918022,13.5502197802198,60.397186811978,13.876043956044,0.775152418900636,0.718721833391,0.742179150517642,0.144625708289102,0.87098835175942,0.698963311567621,0.861842889840973,0.787121697758982
"Dry","1933_9",1933,9,170.803076918022,13.5502197802198,60.397186811978,13.876043956044,0.894582373824205,0.733985298379869,0.801913411799689,0.218761575044664,0.827263332672299,0.671100577806368,0.809852508766058,0.657688703333373
"Dry","1934_1",1934,1,273.463824174725,15.0224175824176,42.7901208792308,16.841978021978,0.775972801294516,0.509155636841447,0.6239524914494,0.109311823005022,0.786643813439265,0.420791454040085,0.766174510444432,0.423709165092008
"Dry","1934_10",1934,10,273.463824174725,15.0224175824176,42.7901208792308,16.841978021978,0.818685571169376,0.457810377561984,0.591086414680135,0.105193204305406,0.802320380495426,0.520201509494721,0.760025241565887,0.425317793663842
"Dry","1934_2",1934,2,273.463824174725,15.0224175824176,42.7901208792308,16.841978021978,0.732203287397116,0.482049864350867,0.584385249821467,0.0796994427381086,0.714461231261599,0.504570219993777,0.664753882378871,0.580032478685463
"Dry","1934_3",1934,3,273.463824174725,15.0224175824176,42.7901208792308,16.841978021978,0.785766085474665,0.485286385584241,0.60397820239708,0.0871353848781245,0.821369309355632,0.560004151367262,0.796377948597362,0.547321683913093
"Dry","1934_4",1934,4,273.463824174725,15.0224175824176,42.7901208792308,16.841978021978,0.747019891168085,0.558496011103578,0.632161380540786,0.10919818592239,0.746216950119761,0.509584360672674,0.661756289098731,0.49995001166871
"Dry","1934_5",1934,5,273.463824174725,15.0224175824176,42.7901208792308,16.841978021978,0.631770905594208,0.478375913301691,0.544869679360989,0.0891959676827555,0.76124598342329,0.565384049739244,0.764732467043684,0.58297120841868
"Dry","1934_6",1934,6,273.463824174725,15.0224175824176,42.7901208792308,16.841978021978,0.83017736819517,0.496557902280534,0.634465573620078,0.0862497241579416,0.792976489398725,0.504863540373176,0.757007300154814,0.480594656904904
"Dry","1934_7",1934,7,273.463824174725,15.0224175824176,42.7901208792308,16.841978021978,0.749629090921132,0.479523116625462,0.587145105821573,0.0952454916014075,0.810255699174605,0.543550796424353,0.818076642184683,0.576862541696207
"Dry","1934_8",1934,8,273.463824174725,15.0224175824176,42.7901208792308,16.841978021978,0.749631644100803,0.46857762754126,0.577068148245576,0.0877368531069402,0.802101925936532,0.472041188410743,0.788765099360785,0.42912766798717
"Dry","1934_9",1934,9,273.463824174725,15.0224175824176,42.7901208792308,16.841978021978,0.809617768904304,0.424750971291814,0.577579373376753,0.0985466343800392,0.761635392644304,0.449168791114412,0.854444847837501,0.427986597383485
"Dry","1935_1",1935,1,179.6811978,14.1568131868132,58.6602527473626,14.403956043956,0.824584559821682,0.650892766872945,0.727397261796084,0.218167347128085,0.810890336363784,0.763671412391304,0.783906815245506,0.638957283709557
"Dry","1935_10",1935,10,179.6811978,14.1568131868132,58.6602527473626,14.403956043956,0.843805456766088,0.618892756075648,0.706062635147805,0.21468977340823,0.828178318562723,0.679546239767384,0.794169661542621,0.587659246949207
"Dry","1935_2",1935,2,179.6811978,14.1568131868132,58.6602527473626,14.403956043956,0.816540502997892,0.677479183258002,0.736470508751695,0.205136215924552,0.790732736038728,0.712298417922299,0.775065736002653,0.477775119710914
"Dry","1935_3",1935,3,179.6811978,14.1568131868132,58.6602527473626,14.403956043956,0.81560950606031,0.744914066769883,0.774747468989699,0.19844702648656,0.840321048074328,0.693424317944526,0.82770290347361,0.618806291522456
"Dry","1935_4",1935,4,179.6811978,14.1568131868132,58.6602527473626,14.403956043956,0.796300844570111,0.637902472263836,0.699976993363327,0.206356269820342,0.78373437813443,0.590220719414141,0.780120924674269,0.648123712029816
"Dry","1935_5",1935,5,179.6811978,14.1568131868132,58.6602527473626,14.403956043956,0.859587633232435,0.603775383109798,0.712428439000066,0.219357161081208,0.729991263845586,0.697129211363465,0.759351743401108,0.696789703353539
"Dry","1935_6",1935,6,179.6811978,14.1568131868132,58.6602527473626,14.403956043956,0.826746913098863,0.513741473897213,0.646610414308023,0.205787719417861,0.875305989435598,0.606817997732031,0.848014041046896,0.605723800271722
"Dry","1935_7",1935,7,179.6811978,14.1568131868132,58.6602527473626,14.403956043956,0.874979146223414,0.672098154614647,0.755900766923601,0.193839639815477,0.869292981484207,0.608903537744678,0.8308750902839,0.620287562578754
"Dry","1935_8",1935,8,179.6811978,14.1568131868132,58.6602527473626,14.403956043956,0.863322255674492,0.643191686942955,0.730573205154366,0.164458792079913,0.789448783149925,0.522754132465362,0.764738187436297,0.586241542324485
"Dry","1935_9",1935,9,179.6811978,14.1568131868132,58.6602527473626,14.403956043956,0.881366926082506,0.696235771282368,0.774232909680402,0.242119367268814,0.811471622753578,0.697616106499107,0.831303780493418,0.677425721917976
"Dry","1936_1",1936,1,196.514054943956,14.7848351648352,68.2436373630769,15.3834065934066,0.731962775636787,0.707712026036524,0.719182462466242,0.106746117081601,0.817403312024379,0.528409941651145,0.765469759739132,0.588330162066118
"Dry","1936_10",1936,10,196.514054943956,14.7848351648352,68.2436373630769,15.3834065934066,0.838852162575231,0.659442592499001,0.729601432256043,0.10510610847301,0.815386828674576,0.682508210122492,0.79205596101351,0.629879882492511
"Dry","1936_2",1936,2,196.514054943956,14.7848351648352,68.2436373630769,15.3834065934066,0.83511750145994,0.573378878986871,0.681640297324583,0.103602344487832,0.810619713422362,0.700572341853537,0.813323028770555,0.693108413151085
"Dry","1936_3",1936,3,196.514054943956,14.7848351648352,68.2436373630769,15.3834065934066,0.803073178106654,0.561042730958109,0.659264695595287,0.1000488022773,0.825818148254085,0.586807506747459,0.791053626961344,0.638310337303084
"Dry","1936_4",1936,4,196.514054943956,14.7848351648352,68.2436373630769,15.3834065934066,0.792554164215116,0.683912535105818,0.727321569901379,0.107652471822702,0.856056352724255,0.637318452581941,0.84616607395986,0.524140649198554
"Dry","1936_5",1936,5,196.514054943956,14.7848351648352,68.2436373630769,15.3834065934066,0.805570671601715,0.547303195145639,0.657963050974841,0.120222499146421,0.876130213741862,0.664906578262584,0.808436346929538,0.634688165492959
"Dry","1936_6",1936,6,196.514054943956,14.7848351648352,68.2436373630769,15.3834065934066,0.753069601428373,0.632909905308297,0.685074218737665,0.0878330077544727,0.83497436890395,0.556864161705371,0.833404418297337,0.599698077124498
"Dry","1936_7",1936,7,196.514054943956,14.7848351648352,68.2436373630769,15.3834065934066,0.805392820485436,0.657412644023208,0.718361849122083,0.110812038591762,0.815976527246326,0.673776243536034,0.770576114234203,0.660946312393693
"Dry","1936_8",1936,8,196.514054943956,14.7848351648352,68.2436373630769,15.3834065934066,0.767124165373677,0.578090116863713,0.653502340275762,0.0892895070434029,0.797616360244305,0.752251453587237,0.792162943472331,0.601218852240969
"Dry","1936_9",1936,9,196.514054943956,14.7848351648352,68.2436373630769,15.3834065934066,0.737887568944193,0.552893917046813,0.630743908043109,0.135053328712899,0.78550987559358,0.711012433235018,0.779161769955142,0.654128104403606
"Dry","1937_1",1937,1,150.447285715714,14.7175824175824,60.9407472532967,14.4396703296703,0.825557303845515,0.703145637665811,0.757613110380262,0.239449683747522,0.872364436358404,0.593761644128817,0.859106493113259,0.555924099928899
"Dry","1937_10",1937,10,150.447285715714,14.7175824175824,60.9407472532967,14.4396703296703,0.820911858419321,0.637885077715563,0.710065578444391,0.201377334786348,0.813101743508659,0.607665292367903,0.854360890080965,0.572828438920165
"Dry","1937_2",1937,2,150.447285715714,14.7175824175824,60.9407472532967,14.4396703296703,0.821997096985376,0.706557519596203,0.75571764794891,0.193252491034541,0.831616164591565,0.740608363651869,0.834381695560594,0.737930300564894
"Dry","1937_3",1937,3,150.447285715714,14.7175824175824,60.9407472532967,14.4396703296703,0.837478362212109,0.643941704898774,0.723059354972118,0.190450061683284,0.865016239008177,0.661489808364598,0.832383226773933,0.563825679496611
"Dry","1937_4",1937,4,150.447285715714,14.7175824175824,60.9407472532967,14.4396703296703,0.860050147615168,0.640843267305482,0.725743632736734,0.21603606542195,0.778063493637617,0.730631343903187,0.755823030032232,0.744233161346062
"Dry","1937_5",1937,5,150.447285715714,14.7175824175824,60.9407472532967,14.4396703296703,0.901779467464453,0.673943384178807,0.771513529572038,0.201288698541426,0.802247510315426,0.636978526662505,0.814823482299262,0.722570449689102
"Dry","1937_6",1937,6,150.447285715714,14.7175824175824,60.9407472532967,14.4396703296703,0.797376535435405,0.643997714792494,0.710386486051837,0.159202081784545,0.754632308890466,0.637236410929667,0.674077816206505,0.603760121554539
"Dry","1937_7",1937,7,150.447285715714,14.7175824175824,60.9407472532967,14.4396703296703,0.862703476033956,0.705999511280961,0.770618001609794,0.215510229844217,0.842589003282565,0.617025175145527,0.844046548480863,0.524033811351952
"Dry","1937_8",1937,8,150.447285715714,14.7175824175824,60.9407472532967,14.4396703296703,0.809548494859087,0.723927465024754,0.758868928181492,0.15554396467725,0.826828635591792,0.618384265669723,0.809945005897002,0.583198763055323
"Dry","1937_9",1937,9,150.447285715714,14.7175824175824,60.9407472532967,14.4396703296703,0.863875048205357,0.695950610404572,0.766807774325059,0.208489581772909,0.791349969002387,0.654636420768095,0.726198256449459,0.624240529271179
"Dry","1938_1",1938,1,269.454967036264,14.1289010989011,98.8015054931868,14.3858241758242,0.859196684953867,0.554382747384201,0.687576810065598,0.275427439516851,0.786515752401515,0.732250207640486,0.750158382413925,0.711883160265027
"Dry","1938_10",1938,10,269.454967036264,14.1289010989011,98.8015054931868,14.3858241758242,0.812841154916359,0.611204628363635,0.690314862869756,0.267428728303779,0.804408804994242,0.69151959091528,0.813326983074493,0.599403426590179
"Dry","1938_2",1938,2,269.454967036264,14.1289010989011,98.8015054931868,14.3858241758242,0.780546424577201,0.639903954419507,0.699323314087097,0.260731250588151,0.855811328897533,0.615118036152508,0.81032229676191,0.584245474989604
"Dry","1938_3",1938,3,269.454967036264,14.1289010989011,98.8015054931868,14.3858241758242,0.813441854725759,0.550679472395708,0.657779442005332,0.261039903092941,0.783753289722644,0.558075086402195,0.714231630574523,0.563944106404855
"Dry","1938_4",1938,4,269.454967036264,14.1289010989011,98.8015054931868,14.3858241758242,0.800731432913022,0.626350745408274,0.694653108617468,0.28815492988611,0.835768523561239,0.628573582710112,0.871408719913815,0.56389248883869
"Dry","1938_5",1938,5,269.454967036264,14.1289010989011,98.8015054931868,14.3858241758242,0.880142076174314,0.614559516142933,0.728468465635606,0.291221947449979,0.794007896874412,0.710744309385311,0.783649432010333,0.652331953295693
"Dry","1938_6",1938,6,269.454967036264,14.1289010989011,98.8015054931868,14.3858241758242,0.784259789110219,0.561858490075812,0.658341613987178,0.208752294242211,0.819504830819907,0.599350364176579,0.825111810124315,0.468021402775465
"Dry","1938_7",1938,7,269.454967036264,14.1289010989011,98.8015054931868,14.3858241758242,0.860851809175505,0.61784919254136,0.718935615114378,0.271541119308168,0.829869424876479,0.603535651704986,0.798269861063074,0.597106648732086
"Dry","1938_8",1938,8,269.454967036264,14.1289010989011,98.8015054931868,14.3858241758242,0.764168024784056,0.603602163749861,0.668166861685388,0.228108804861661,0.873240085493393,0.584411117391381,0.825616827101152,0.540563352983681
"Dry","1938_9",1938,9,269.454967036264,14.1289010989011,98.8015054931868,14.3858241758242,0.817223685547147,0.579776426924269,0.679590678251657,0.315101608839198,0.842496450655087,0.596449127312133,0.835259953825729,0.56182984657026
"Dry","1939_1",1939,1,185.404780217582,14.5489010989011,50.1656593401099,15.7482417582418,0.785491888340523,0.623012601187055,0.694543461764675,0.396470963926237,0.788933426568432,0.636462404145591,0.809624894418854,0.641502018165217
"Dry","1939_10",1939,10,185.404780217582,14.5489010989011,50.1656593401099,15.7482417582418,0.786575301762209,0.716557778122304,0.744975444712176,0.354201453203659,0.86376296021869,0.686368732322634,0.885145681831005,0.687351623952569
"Dry","1939_2",1939,2,185.404780217582,14.5489010989011,50.1656593401099,15.7482417582418,0.841277478863171,0.60065246773597,0.700642089164795,0.367589707964862,0.822639597693994,0.565251393737536,0.818447970052834,0.542886556787479
"Dry","1939_3",1939,3,185.404780217582,14.5489010989011,50.1656593401099,15.7482417582418,0.806628733493572,0.697282336750477,0.74305037793401,0.31513689568032,0.813261021687845,0.638175855580732,0.816349713903035,0.617334073782632
"Dry","1939_4",1939,4,185.404780217582,14.5489010989011,50.1656593401099,15.7482417582418,0.813224510297582,0.761303068976728,0.782928553808022,0.344003444618849,0.791146850488731,0.673915123203455,0.746174851463372,0.706628095966136
"Dry","1939_5",1939,5,185.404780217582,14.5489010989011,50.1656593401099,15.7482417582418,0.853430764948618,0.668878768095525,0.748172149246287,0.364244594300675,0.860540601381525,0.654711192970573,0.804789198895659,0.598109796630685
"Dry","1939_6",1939,6,185.404780217582,14.5489010989011,50.1656593401099,15.7482417582418,0.792528992245349,0.615392479042031,0.691381931886636,0.274239919028627,0.843753398423381,0.705444207775004,0.851828311367615,0.639121320045609
"Dry","1939_7",1939,7,185.404780217582,14.5489010989011,50.1656593401099,15.7482417582418,0.813691323496586,0.709513002179714,0.752981760272922,0.330418227857923,0.823092221298015,0.62842879204242,0.837944319394522,0.587931161886045
"Dry","1939_8",1939,8,185.404780217582,14.5489010989011,50.1656593401099,15.7482417582418,0.792895704415732,0.61843760348734,0.688163712185019,0.30820849013854,0.812747976916537,0.639444831158525,0.783819776336706,0.664822446015495
"Dry","1939_9",1939,9,185.404780217582,14.5489010989011,50.1656593401099,15.7482417582418,0.833238311244757,0.725974203100995,0.771906911683994,0.378567687612665,0.82742904464409,0.774060007633405,0.934892024605482,0.713065298347837
"Dry","1940_1",1940,1,225.346307694505,15.2612087912088,99.6483626408791,15.1784615384615,0.841983811169234,0.55434316513418,0.678364195094328,0.0500057154126452,0.827917185092445,0.627813552812593,0.834437924581133,0.568513975502576
"Dry","1940_10",1940,10,225.346307694505,15.2612087912088,99.6483626408791,15.1784615384615,0.835350782429503,0.581024719300937,0.678471877717007,0.0450521695659972,0.823020537837578,0.53355873644541,0.760357037292477,0.574504972105449
