flow,temp,year,surv,proptrans
50,17,1931,0.145612516,0.105809206
50,17,1932,0.158618924,0.100271259
50,17,1933,0.091049345,0.077730192
50,17,1934,0.209993464,0.095366179
50,17,1935,0.101611698,0.090495727
50,17,1936,0.287000212,0.18806048
50,17,1937,0.131261004,0.074951184
50,17,1938,0.17573128,0.111315676
50,17,1939,0.333684256,0.123806886
50,17,1940,0.18200507,0.119269867
50,17,1941,0.143523047,0.061129311
50,17,1942,0.140919734,0.091528957
50,17,1943,0.157094835,0.113666307
50,17,1944,0.089298458,0.086324978
50,17,1945,0.149304248,0.107200834
50,17,1946,0.190364069,0.115674441
50,17,1947,0.145398359,0.163275497
50,17,1948,0.16799959,0.127547516
50,17,1949,0.108167733,0.148306127
50,17,1950,0.173512204,0.102042168
50,17,1951,0.113052265,0.088973318
50,17,1952,0.191354962,0.167494701
50,17,1953,0.062254807,0.07536816
50,17,1954,0.158866031,0.095175038
50,17,1955,0.102390963,0.071499086
50,17,1956,0.188425994,0.137032605
50,17,1957,0.152934213,0.12031313
50,17,1958,0.174967883,0.142356704
50,17,1959,0.102848847,0.082582958
50,17,1960,0.152667282,0.076298636
50,17,1961,0.084595862,0.072065375
50,17,1962,0.170035094,0.098126132
50,17,1963,0.085843191,0.096403361
50,17,1964,0.142281414,0.102057624
50,17,1965,0.104025594,0.137628298
50,17,1966,0.271182199,0.096165787
50,17,1967,0.192182445,0.08167793
50,17,1968,0.148107305,0.061950127
50,17,1969,0.113984639,0.123287736
50,17,1970,0.10490431,0.084771503
50,17,1971,0.174412879,0.152916599
50,17,1972,0.110278865,0.097330038
50,17,1973,0.073690783,0.072973241
50,17,1974,0.101679722,0.126656778
50,17,1975,0.125618345,0.079695644
50,17,1976,0.158909179,0.131203116
50,17,1977,0.094410824,0.074255257
50,17,1978,0.178674317,0.101182634
50,17,1979,0.154019613,0.097685066
50,17,1980,0.097150596,0.117111016
50,17,1981,0.096238743,0.102466516
50,17,1982,0.100477367,0.118222187
50,17,1983,0.090162173,0.084734157
50,17,1984,0.179164833,0.136370459
50,17,1985,0.184442663,0.104681389
50,17,1986,0.114761308,0.093956335
50,17,1987,0.203481303,0.096178546
50,17,1988,0.176719301,0.087646299
50,17,1989,0.188550103,0.10489058
50,17,1990,0.182925774,0.099513859
50,17,1991,0.090945679,0.075896059
50,17,1992,0.267644682,0.081506744
50,17,1993,0.196910048,0.113337417
50,17,1994,0.152233544,0.11262766
50,17,1995,0.077360109,0.091860031
50,17,1996,0.107772762,0.106178211
50,17,1997,0.108169015,0.14088718
50,17,1998,0.088787467,0.143763672
50,17,1999,0.100670765,0.098143244
50,17,2000,0.169651198,0.125955877
50,17,2001,0.087060069,0.083981902
50,17,2002,0.16057161,0.076371193
50,17,2003,0.085420784,0.079725917
50,17,2004,0.100775242,0.083812049
50,17,2005,0.093509294,0.102740426
50,17,2006,0.184516427,0.150671983
50,17,2007,0.125668304,0.080908186
50,17,2008,0.159256267,0.106620197
50,18,1929,0.136653613,0.080176535
50,18,1930,0.111395403,0.0931257
50,18,1931,0.110013021,0.091629015
50,18,1932,0.117241378,0.084665941
50,18,1933,0.081812242,0.060409027
50,18,1934,0.168435019,0.083137126
50,18,1935,0.092844149,0.077611605
50,18,1936,0.24569946,0.167913623
50,18,1937,0.095465303,0.063133263
50,18,1938,0.143597479,0.087163413
50,18,1939,0.289942723,0.107368937
50,18,1940,0.147262067,0.10422904
50,18,1941,0.11149134,0.051062109
50,18,1942,0.109308177,0.071551861
50,18,1943,0.136266104,0.089347392
50,18,1944,0.0846332,0.073416873
50,18,1945,0.112417977,0.091198661
50,18,1946,0.163391861,0.098255979
50,18,1947,0.112578022,0.141488946
50,18,1948,0.135600357,0.110169986
50,18,1949,0.109828913,0.117975938
50,18,1950,0.142670053,0.086188062
50,18,1951,0.094988399,0.074857554
50,18,1952,0.147334347,0.143205867
50,18,1953,0.052820892,0.058179611
50,18,1954,0.126056533,0.079710897
50,18,1955,0.076832121,0.059685308
50,18,1956,0.151343871,0.109327084
50,18,1957,0.105552345,0.101351318
50,18,1958,0.138677417,0.123426439
50,18,1959,0.093441907,0.064079609
50,18,1960,0.120774116,0.064095338
50,18,1961,0.068402599,0.060090506
50,18,1962,0.136980289,0.083202637
50,18,1963,0.069499024,0.081046179
50,18,1964,0.113523977,0.086265313
50,18,1965,0.098545023,0.115087485
50,18,1966,0.226699361,0.083273345
50,18,1967,0.145701014,0.068087139
50,18,1968,0.123863482,0.04821827
50,18,1969,0.098854764,0.103831229
50,18,1970,0.071925593,0.065945724
50,18,1971,0.149930101,0.122606803
50,18,1972,0.092154293,0.081470318
50,18,1973,0.060074825,0.060844265
50,18,1974,0.095827238,0.107919272
50,18,1975,0.10801897,0.065792928
50,18,1976,0.123205617,0.103138291
50,18,1977,0.070830225,0.061823157
50,18,1978,0.130417816,0.085078453
50,18,1979,0.105570588,0.082366259
50,18,1980,0.091380754,0.099297749
50,18,1981,0.071428113,0.086379968
50,18,1982,0.103366859,0.092594144
50,18,1983,0.072555284,0.071149218
50,18,1984,0.155148764,0.115948238
50,18,1985,0.149040082,0.083328931
50,18,1986,0.096006447,0.079141416
50,18,1987,0.157358294,0.083193569
50,18,1988,0.133993273,0.069790957
50,18,1989,0.163893647,0.089351469
50,18,1990,0.144539112,0.086577655
50,18,1991,0.073783591,0.063329654
50,18,1992,0.216660974,0.0696837
50,18,1993,0.154694661,0.08905328
50,18,1994,0.121335037,0.099144833
50,18,1995,0.062914728,0.076905483
50,18,1996,0.098336784,0.088522824
50,18,1997,0.102427986,0.118709457
50,18,1998,0.070554878,0.121701011
50,18,1999,0.08241868,0.082191542
50,18,2000,0.144313784,0.111164536
50,18,2001,0.07616736,0.065718901
50,18,2002,0.140390733,0.063497317
50,18,2003,0.069408415,0.066519884
50,18,2004,0.082720379,0.070607214
50,18,2005,0.06845834,0.086807318
50,18,2006,0.141430745,0.128266826
50,18,2007,0.096352676,0.067506188
50,18,2008,0.121648173,0.089773678
100,9,1929,0.674814402,0.285931429
100,9,1930,0.66530733,0.242804905
100,9,1931,0.672197233,0.271152809
100,9,1932,0.680905152,0.325179542
100,9,1933,0.668157046,0.242243919
100,9,1934,0.684972327,0.207951021
100,9,1935,0.676530365,0.250520755
100,9,1936,0.666852616,0.399304501
100,9,1937,0.677067723,0.271230903
100,9,1938,0.673413244,0.330242911
100,9,1939,0.680985735,0.304379871
100,9,1940,0.676818745,0.281063353
100,9,1941,0.682784314,0.23931573
100,9,1942,0.674710162,0.27227576
100,9,1943,0.65308426,0.29851423
100,9,1944,0.662324192,0.250354964
100,9,1945,0.677794919,0.355916656
100,9,1946,0.675324581,0.301805463
100,9,1947,0.674551315,0.399123947
100,9,1948,0.679359055,0.344497642
100,9,1949,0.661541742,0.407980669
100,9,1950,0.67232102,0.274033127
100,9,1951,0.673586488,0.296955362
100,9,1952,0.668425379,0.450153119
100,9,1953,0.653842432,0.27064077
100,9,1954,0.682131342,0.306926198
100,9,1955,0.655665054,0.275169154
100,9,1956,0.681440643,0.361556543
100,9,1957,0.678978124,0.422307631
100,9,1958,0.671742747,0.410807348
100,9,1959,0.678698649,0.252207789
100,9,1960,0.668724912,0.244084215
100,9,1961,0.674810929,0.238423142
100,9,1962,0.668887396,0.278889906
100,9,1963,0.674586152,0.320448907
100,9,1964,0.665429387,0.30831212
100,9,1965,0.664033277,0.381648226
100,9,1966,0.685825802,0.246408684
100,9,1967,0.689206236,0.274619089
100,9,1968,0.683099886,0.218899399
100,9,1969,0.664552397,0.382514272
100,9,1970,0.671325219,0.328533981
100,9,1971,0.675342902,0.425613466
100,9,1972,0.674456968,0.31418611
100,9,1973,0.668763401,0.256547285
100,9,1974,0.664025611,0.326454414
100,9,1975,0.65486731,0.295929543
100,9,1976,0.679817093,0.416308269
100,9,1977,0.674883781,0.22439386
100,9,1978,0.681982135,0.294188781
100,9,1979,0.685523892,0.337261019
100,9,1980,0.675876191,0.350412491
100,9,1981,0.673921298,0.290873427
100,9,1982,0.668742486,0.332354697
100,9,1983,0.666193155,0.309031596
100,9,1984,0.665179184,0.363900882
100,9,1985,0.668661146,0.287512278
100,9,1986,0.665213264,0.281601295
100,9,1987,0.691414026,0.214384789
100,9,1988,0.678556621,0.241590556
100,9,1989,0.666426655,0.269889261
100,9,1990,0.680643466,0.222847248
100,9,1991,0.680483396,0.229710782
100,9,1992,0.703614943,0.232918103
100,9,1993,0.682449129,0.391200812
100,9,1994,0.672737697,0.255880328
100,9,1995,0.668029881,0.327785726
100,9,1996,0.660303165,0.299495819
100,9,1997,0.666021413,0.408952082
100,9,1998,0.674180681,0.473335969
100,9,1999,0.67145569,0.303816699
100,9,2000,0.672805952,0.273248968
100,9,2001,0.671172781,0.269264058
100,9,2002,0.661984332,0.233630513
100,9,2003,0.665285863,0.267874858
100,9,2004,0.673550576,0.270571671
100,9,2005,0.672052443,0.338918861
100,9,2006,0.666331129,0.40716842
100,9,2007,0.689971215,0.269507526
100,9,2008,0.681319216,0.356357411
100,10,1929,0.641640341,0.262176909
100,10,1930,0.626448282,0.233111804
100,10,1931,0.636510645,0.259205777
100,10,1932,0.647917777,0.301520952
100,10,1933,0.624432144,0.225451724
100,10,1934,0.655663638,0.199099928
100,10,1935,0.634840464,0.236587499
100,10,1936,0.633558136,0.38712652
100,10,1937,0.640361749,0.253381859
100,10,1938,0.640465564,0.310333564
100,10,1939,0.658822054,0.289686969
100,10,1940,0.644539528,0.267644449
100,10,1941,0.647729726,0.220512647
100,10,1942,0.636943944,0.2564881
100,10,1943,0.611219386,0.282448195
100,10,1944,0.616780888,0.235240989
100,10,1945,0.641611754,0.33259682
100,10,1946,0.639264494,0.291396561
100,10,1947,0.63748547,0.385694801
100,10,1948,0.643156221,0.322990039
100,10,1949,0.620241299,0.386904106
100,10,1950,0.636995806,0.24955827
100,10,1951,0.631711588,0.278486079
100,10,1952,0.632968683,0.433011374
100,10,1953,0.59836623,0.243200488
100,10,1954,0.646269818,0.286553037
100,10,1955,0.604956925,0.256804953
100,10,1956,0.648848339,0.345029221
100,10,1957,0.647681802,0.394049586
100,10,1958,0.639008866,0.386683007
100,10,1959,0.637671737,0.234554007
100,10,1960,0.631895931,0.217862619
100,10,1961,0.631851693,0.222384692
100,10,1962,0.629272935,0.264668647
100,10,1963,0.632267845,0.298939049
100,10,1964,0.623042484,0.285659295
100,10,1965,0.618320524,0.359458682
100,10,1966,0.655644799,0.234296161
100,10,1967,0.657860851,0.252543023
100,10,1968,0.648967277,0.199789941
100,10,1969,0.623402927,0.3600915
100,10,1970,0.633288915,0.290253555
100,10,1971,0.638959377,0.404560108
100,10,1972,0.633614929,0.287702857
100,10,1973,0.623076975,0.237282106
100,10,1974,0.617992855,0.314204546
100,10,1975,0.606567605,0.271042793
100,10,1976,0.645696502,0.391703468
100,10,1977,0.636655025,0.210983239
100,10,1978,0.648887662,0.277747863
100,10,1979,0.655867373,0.314940125
100,10,1980,0.63113973,0.335537246
100,10,1981,0.632683014,0.276092469
100,10,1982,0.625307558,0.305637971
100,10,1983,0.619816604,0.283999424
100,10,1984,0.625770573,0.342887623
100,10,1985,0.635577262,0.274421021
100,10,1986,0.624520818,0.261290901
100,10,1987,0.662850801,0.205754416
100,10,1988,0.646700128,0.227745889
100,10,1989,0.630292471,0.255105921
100,10,1990,0.646781681,0.213471251
100,10,1991,0.637401304,0.214008368
100,10,1992,0.680266793,0.21849923
100,10,1993,0.655809907,0.351527379
100,10,1994,0.636884048,0.244197528
100,10,1995,0.62091257,0.302085583
100,10,1996,0.615672665,0.27837931
100,10,1997,0.621250473,0.387262375
100,10,1998,0.63301578,0.448632424
100,10,1999,0.630490692,0.278255611
100,10,2000,0.6372693,0.263636571
100,10,2001,0.63209975,0.247380127
100,10,2002,0.617668359,0.218938451
100,10,2003,0.62032821,0.249735782
100,10,2004,0.632671641,0.252668191
100,10,2005,0.635786242,0.308001793
100,10,2006,0.632744357,0.392194265
100,10,2007,0.655978533,0.251781938
100,10,2008,0.64563076,0.330165051
100,11,1929,0.597635914,0.244531295
100,11,1930,0.578300291,0.222745407
100,11,1931,0.592793021,0.245250815
100,11,1932,0.605517121,0.276535287
100,11,1933,0.56691704,0.200873984
100,11,1934,0.619802639,0.188541005
100,11,1935,0.578925492,0.222345428
100,11,1936,0.597272537,0.373033267
100,11,1937,0.595573849,0.225228773
100,11,1938,0.596247722,0.291342145
100,11,1939,0.630238532,0.273742964
100,11,1940,0.605698187,0.252295737
100,11,1941,0.603455418,0.192356991
100,11,1942,0.588142561,0.239368898
100,11,1943,0.556438825,0.267728135
100,11,1944,0.555619819,0.218859702
100,11,1945,0.595245054,0.306779529
100,11,1946,0.595173486,0.27602082
100,11,1947,0.592050066,0.366788591
100,11,1948,0.596749646,0.301560108
100,11,1949,0.566362775,0.362987492
100,11,1950,0.590862817,0.23177859
100,11,1951,0.579269081,0.249959257
100,11,1952,0.590121208,0.413430067
100,11,1953,0.523911013,0.223133696
100,11,1954,0.599970257,0.265339167
100,11,1955,0.538878917,0.237853586
100,11,1956,0.608320222,0.32757333
100,11,1957,0.607643349,0.363216818
100,11,1958,0.59870872,0.360165457
100,11,1959,0.582503847,0.216988506
100,11,1960,0.582531705,0.198671348
100,11,1961,0.574417505,0.198420248
100,11,1962,0.57958599,0.248831622
100,11,1963,0.575008049,0.276477267
100,11,1964,0.568780422,0.263312867
100,11,1965,0.556250903,0.340068961
100,11,1966,0.619734366,0.219727096
100,11,1967,0.620078962,0.222926372
100,11,1968,0.604387319,0.179862333
100,11,1969,0.573484275,0.327472934
100,11,1970,0.582600726,0.262869257
100,11,1971,0.598017713,0.369380204
100,11,1972,0.579516503,0.261028576
100,11,1973,0.560180635,0.21731329
100,11,1974,0.556712648,0.298244267
100,11,1975,0.548052922,0.237040904
100,11,1976,0.606384681,0.353888026
100,11,1977,0.586253808,0.195760147
100,11,1978,0.607591462,0.258674301
100,11,1979,0.617693875,0.289647035
100,11,1980,0.570069022,0.316951149
100,11,1981,0.578719184,0.260532481
100,11,1982,0.567022534,0.283048979
100,11,1983,0.559258793,0.245352756
100,11,1984,0.5766425,0.32183615
100,11,1985,0.595497193,0.259027697
100,11,1986,0.571638978,0.238325213
100,11,1987,0.62733257,0.19471325
100,11,1988,0.607044885,0.212966541
100,11,1989,0.585967453,0.238851527
100,11,1990,0.604474929,0.201732636
100,11,1991,0.578954454,0.198886664
100,11,1992,0.650900796,0.202239521
100,11,1993,0.619413731,0.321318088
100,11,1994,0.593496828,0.230799337
100,11,1995,0.556494052,0.275648617
100,11,1996,0.557727141,0.258889013
100,11,1997,0.561752586,0.363315976
100,11,1998,0.58018147,0.406092215
100,11,1999,0.575005244,0.256488692
100,11,2000,0.594612804,0.251611218
100,11,2001,0.578105737,0.228577922
100,11,2002,0.561896756,0.203791357
100,11,2003,0.560929367,0.221201954
100,11,2004,0.578058641,0.232485351
100,11,2005,0.585772053,0.283908668
100,11,2006,0.5982105,0.368275482
100,11,2007,0.613891952,0.222325615
100,11,2008,0.603248874,0.293684275
100,12,1929,0.544390205,0.22551618
100,12,1930,0.523346859,0.210109344
100,12,1931,0.542195838,0.22906453
100,12,1932,0.552470411,0.251235285
100,12,1933,0.492824902,0.182374616
100,12,1934,0.578070359,0.17643666
100,12,1935,0.507595071,0.206694607
100,12,1936,0.562241172,0.356067729
100,12,1937,0.535638956,0.204054007
100,12,1938,0.543265236,0.270223593
100,12,1939,0.601604544,0.254772276
100,12,1940,0.56152364,0.234986523
100,12,1941,0.545509617,0.172246185
100,12,1942,0.533191691,0.213473973
100,12,1943,0.493233559,0.25054805
100,12,1944,0.477386309,0.201450192
100,12,1945,0.543150556,0.267482716
100,12,1946,0.543622536,0.258346312
100,12,1947,0.540653592,0.343043242
100,12,1948,0.540027304,0.281680955
100,12,1949,0.498880465,0.335775599
100,12,1950,0.536602602,0.213701457
100,12,1951,0.51106957,0.22695947
100,12,1952,0.541203368,0.390446332
100,12,1953,0.430363453,0.202151588
100,12,1954,0.54270299,0.243889694
100,12,1955,0.463937937,0.208530193
100,12,1956,0.566690639,0.30101269
100,12,1957,0.557262873,0.329675988
100,12,1958,0.550050355,0.332352616
100,12,1959,0.512169098,0.198361096
100,12,1960,0.522293927,0.180098873
100,12,1961,0.499061424,0.179653481
100,12,1962,0.520860943,0.230928235
100,12,1963,0.501313881,0.252955122
100,12,1964,0.503526835,0.241459793
100,12,1965,0.478233641,0.317367697
100,12,1966,0.580203643,0.202797312
100,12,1967,0.571829702,0.201229236
100,12,1968,0.550542168,0.152329029
100,12,1969,0.506791032,0.301510063
100,12,1970,0.519020605,0.235696248
100,12,1971,0.546520127,0.340546538
100,12,1972,0.511703124,0.234743015
100,12,1973,0.479628408,0.189048734
100,12,1974,0.480301435,0.278906662
100,12,1975,0.475035045,0.213786797
100,12,1976,0.55473401,0.32368964
100,12,1977,0.525199246,0.172266254
100,12,1978,0.56435532,0.229304871
100,12,1979,0.569050222,0.262127147
100,12,1980,0.491104384,0.294799153
100,12,1981,0.51128246,0.242580454
100,12,1982,0.49455548,0.258456653
100,12,1983,0.482318362,0.215713969
100,12,1984,0.526726584,0.290581365
100,12,1985,0.548077377,0.24081781
100,12,1986,0.512135318,0.201538193
100,12,1987,0.585476445,0.181301864
100,12,1988,0.559055428,0.196807674
100,12,1989,0.533770353,0.222175432
100,12,1990,0.554157366,0.188212974
100,12,1991,0.503927598,0.183441174
100,12,1992,0.615372753,0.184683743
100,12,1993,0.574758502,0.290053492
100,12,1994,0.5442415,0.216253393
100,12,1995,0.475767747,0.237700295
100,12,1996,0.492528771,0.231026947
100,12,1997,0.492347069,0.326246731
100,12,1998,0.510741601,0.369866268
100,12,1999,0.505301561,0.233689436
100,12,2000,0.54786945,0.237258311
100,12,2001,0.508911601,0.208015919
100,12,2002,0.503969651,0.180650847
100,12,2003,0.483492311,0.199876962
100,12,2004,0.512224501,0.202109824
100,12,2005,0.522166634,0.258706343
100,12,2006,0.551560157,0.346601489
100,12,2007,0.557277574,0.198942032
100,12,2008,0.54866812,0.26797873
100,13,1929,0.483950904,0.205014797
100,13,1930,0.465000001,0.195720836
100,13,1931,0.485768634,0.210958792
100,13,1932,0.496901181,0.212721417
100,13,1933,0.406247865,0.163743909
100,13,1934,0.531783959,0.163103968
100,13,1935,0.428738421,0.183192106
100,13,1936,0.530847155,0.336654011
100,13,1937,0.463947694,0.182902284
100,13,1938,0.48384582,0.244751525
100,13,1939,0.574327919,0.233489186
100,13,1940,0.51295642,0.21726685
100,13,1941,0.478972813,0.143206313
100,13,1942,0.465040783,0.193664117
100,13,1943,0.42662606,0.231328393
100,13,1944,0.392216064,0.1755737
100,13,1945,0.478146439,0.238934775
100,13,1946,0.497616382,0.223843193
100,13,1947,0.485036471,0.314635354
100,13,1948,0.482903473,0.255460027
100,13,1949,0.428942747,0.292824616
100,13,1950,0.477119366,0.195524734
100,13,1951,0.431854671,0.201772239
100,13,1952,0.487905223,0.362999969
100,13,1953,0.33143225,0.170015336
100,13,1954,0.483702298,0.211885432
100,13,1955,0.377222998,0.186050591
100,13,1956,0.51344984,0.27847575
100,13,1957,0.501872736,0.28141092
100,13,1958,0.494266346,0.30396937
100,13,1959,0.434559221,0.170626256
100,13,1960,0.454238114,0.160727048
100,13,1961,0.408986609,0.159483118
100,13,1962,0.465590942,0.204757904
100,13,1963,0.416752032,0.217638786
100,13,1964,0.431337306,0.220192822
100,13,1965,0.389387557,0.292753043
100,13,1966,0.540215053,0.184574159
100,13,1967,0.515528436,0.179024276
100,13,1968,0.483944937,0.132505879
100,13,1969,0.42894834,0.273524132
100,13,1970,0.448401146,0.19742999
100,13,1971,0.489590105,0.309269973
100,13,1972,0.438928759,0.196418921
100,13,1973,0.383552767,0.167898669
100,13,1974,0.400711285,0.246932882
100,13,1975,0.394727664,0.190485974
100,13,1976,0.494047568,0.292343508
100,13,1977,0.447576807,0.153846751
100,13,1978,0.510083892,0.205548305
100,13,1979,0.514385636,0.219459555
100,13,1980,0.403400322,0.259668243
100,13,1981,0.432006137,0.221112271
100,13,1982,0.412045412,0.231435758
100,13,1983,0.394536255,0.187469534
100,13,1984,0.466707434,0.266963435
100,13,1985,0.502992572,0.212879755
100,13,1986,0.440466318,0.176373818
100,13,1987,0.538224163,0.167280148
100,13,1988,0.5104912,0.173693366
100,13,1989,0.477085193,0.202158284
100,13,1990,0.49828404,0.173715579
100,13,1991,0.415315345,0.167228225
100,13,1992,0.573820108,0.166789757
100,13,1993,0.522042952,0.259010865
100,13,1994,0.491407702,0.200025653
100,13,1995,0.380625962,0.210273807
100,13,1996,0.414644777,0.208630228
100,13,1997,0.40993639,0.294822339
100,13,1998,0.427509166,0.330795103
100,13,1999,0.425048047,0.206226266
100,13,2000,0.490545201,0.227545912
100,13,2001,0.426304645,0.185956228
100,13,2002,0.435348235,0.163251805
100,13,2003,0.392875003,0.177219885
100,13,2004,0.431610216,0.178948216
100,13,2005,0.445160818,0.233576832
100,13,2006,0.498599182,0.320886219
100,13,2007,0.488722257,0.17471014
100,13,2008,0.485311734,0.242256455
100,14,1929,0.419426526,0.183751557
100,14,1930,0.40480397,0.180178238
100,14,1931,0.424093495,0.191512908
100,14,1932,0.429822328,0.186922499
100,14,1933,0.316399801,0.14351241
100,14,1934,0.482864347,0.147497171
100,14,1935,0.341033304,0.166243795
100,14,1936,0.50205355,0.314400329
100,14,1937,0.385156986,0.160406651
100,14,1938,0.430916734,0.204741269
100,14,1939,0.54786362,0.20795303
100,14,1940,0.460755453,0.196715628
100,14,1941,0.401526195,0.124076015
100,14,1942,0.39239474,0.170516646
100,14,1943,0.376820452,0.197001689
100,14,1944,0.302240055,0.156093486
100,14,1945,0.407319234,0.210487697
100,14,1946,0.442090495,0.198278145
100,14,1947,0.425493415,0.283490717
100,14,1948,0.415928964,0.23486117
100,14,1949,0.35129922,0.259250363
100,14,1950,0.416427121,0.173906691
100,14,1951,0.35854434,0.166088098
100,14,1952,0.431879345,0.333102863
100,14,1953,0.236567741,0.14753724
100,14,1954,0.414219749,0.187039009
100,14,1955,0.301231966,0.15353318
100,14,1956,0.455930075,0.249481624
100,14,1957,0.433169393,0.24665372
100,14,1958,0.433455286,0.275546545
100,14,1959,0.349127744,0.14958567
100,14,1960,0.394412063,0.134085323
100,14,1961,0.321449121,0.131240507
100,14,1962,0.402236392,0.181862892
100,14,1963,0.323759616,0.191447228
100,14,1964,0.368750216,0.189882142
100,14,1965,0.312382562,0.249443478
100,14,1966,0.500834199,0.165815459
100,14,1967,0.453319584,0.156083244
100,14,1968,0.409615877,0.114113656
100,14,1969,0.348029969,0.243025732
100,14,1970,0.366511429,0.170450545
100,14,1971,0.430237889,0.27643034
100,14,1972,0.358296011,0.170531674
100,14,1973,0.284482064,0.146589348
100,14,1974,0.317216167,0.219695225
100,14,1975,0.325504728,0.15779123
100,14,1976,0.427170289,0.258534017
100,14,1977,0.361373574,0.134708871
100,14,1978,0.450270402,0.180354864
100,14,1979,0.445850224,0.190140775
100,14,1980,0.310810529,0.230718345
100,14,1981,0.346285768,0.197982749
100,14,1982,0.328956792,0.202950433
100,14,1983,0.315491316,0.151523029
100,14,1984,0.407413315,0.238555467
100,14,1985,0.446595609,0.188369503
100,14,1986,0.367188079,0.152445365
100,14,1987,0.487031333,0.150631297
100,14,1988,0.450166604,0.154272209
100,14,1989,0.432481034,0.171830174
100,14,1990,0.441098035,0.158556749
100,14,1991,0.329459647,0.141572482
100,14,1992,0.527236948,0.146985086
100,14,1993,0.469070722,0.215451363
100,14,1994,0.434956168,0.184133372
100,14,1995,0.284251266,0.183112515
100,14,1996,0.33689962,0.184441295
100,14,1997,0.327199054,0.261555376
100,14,1998,0.337226834,0.291153378
100,14,1999,0.350407653,0.16974677
100,14,2000,0.440701922,0.211399543
100,14,2001,0.345641025,0.154250957
100,14,2002,0.369405893,0.143599673
100,14,2003,0.300359261,0.154872755
100,14,2004,0.346635427,0.15584022
100,14,2005,0.358964445,0.208371156
100,14,2006,0.441397746,0.291094285
100,14,2007,0.412057391,0.151528863
100,14,2008,0.416410073,0.215532109
100,15,1929,0.354595197,0.161017376
100,15,1930,0.343100662,0.162331588
100,15,1931,0.357848265,0.17086331
100,15,1932,0.361392089,0.16300453
100,15,1933,0.244831835,0.116724129
100,15,1934,0.433041554,0.131320449
100,15,1935,0.260679515,0.146255315
100,15,1936,0.459449577,0.30114729
100,15,1937,0.315035494,0.131244644
100,15,1938,0.369651831,0.179426371
100,15,1939,0.518291967,0.184091487
100,15,1940,0.405343777,0.175009433
100,15,1941,0.322948442,0.106791488
100,15,1942,0.32074642,0.149539368
100,15,1943,0.323495039,0.173183707
100,15,1944,0.226202915,0.136353207
100,15,1945,0.335215194,0.18340387
100,15,1946,0.390056424,0.174243444
100,15,1947,0.362362232,0.249525763
100,15,1948,0.350363438,0.209986613
100,15,1949,0.283070649,0.228223601
100,15,1950,0.357145036,0.153328569
100,15,1951,0.284981429,0.143804997
100,15,1952,0.385565196,0.282898883
100,15,1953,0.164226821,0.12615624
100,15,1954,0.34501327,0.163722525
100,15,1955,0.230205084,0.131827191
100,15,1956,0.395008468,0.221525575
100,15,1957,0.359075945,0.213862719
100,15,1958,0.381027402,0.23131146
100,15,1959,0.27027094,0.129386856
100,15,1960,0.331487246,0.116633644
100,15,1961,0.238859059,0.113014894
100,15,1962,0.343122571,0.16076922
100,15,1963,0.237639542,0.165713965
100,15,1964,0.303421476,0.166562067
100,15,1965,0.244560223,0.218184238
100,15,1966,0.460372654,0.145767038
100,15,1967,0.393754278,0.126047263
100,15,1968,0.341484474,0.090798767
100,15,1969,0.275503165,0.214007253
100,15,1970,0.283600911,0.145485813
100,15,1971,0.370548799,0.24337069
100,15,1972,0.283636574,0.146737696
100,15,1973,0.199542933,0.126588186
100,15,1974,0.246173278,0.193654574
100,15,1975,0.259596983,0.135619671
100,15,1976,0.366164428,0.213175909
100,15,1977,0.277005113,0.116876355
100,15,1978,0.385583557,0.157000786
100,15,1979,0.370393005,0.163381907
100,15,1980,0.232200804,0.201277843
100,15,1981,0.263961937,0.172997683
100,15,1982,0.257388981,0.175367925
100,15,1983,0.242040509,0.129003754
100,15,1984,0.352610758,0.211032882
100,15,1985,0.387173207,0.165498303
100,15,1986,0.300710793,0.12951672
100,15,1987,0.432419107,0.13274071
100,15,1988,0.385127239,0.135892924
100,15,1989,0.381834066,0.152293608
100,15,1990,0.386212951,0.140553732
100,15,1991,0.246584828,0.123397906
100,15,1992,0.475844367,0.128458447
100,15,1993,0.406059345,0.18701045
100,15,1994,0.375287065,0.165834606
100,15,1995,0.211911073,0.148531156
100,15,1996,0.27049148,0.15996512
100,15,1997,0.256787933,0.229682816
100,15,1998,0.251020756,0.2529781
100,15,1999,0.275642936,0.146814198
100,15,2000,0.390005908,0.191487481
100,15,2001,0.264759833,0.13341175
100,15,2002,0.312560967,0.124962275
100,15,2003,0.231030362,0.125752871
100,15,2004,0.268515921,0.134714065
100,15,2005,0.272925531,0.181795144
100,15,2006,0.3817766,0.258111748
100,15,2007,0.334967296,0.130412949
100,15,2008,0.346240634,0.188408421
100,16,1929,0.292397263,0.139184698
100,16,1930,0.282277651,0.14325687
100,16,1931,0.290603103,0.149860507
100,16,1932,0.295497703,0.140258399
100,16,1933,0.183569511,0.099375004
100,16,1934,0.382485633,0.115916128
100,16,1935,0.199670644,0.127704845
100,16,1936,0.423646359,0.276236429
100,16,1937,0.245166943,0.113083915
100,16,1938,0.310758637,0.154235645
100,16,1939,0.483098485,0.161245719
100,16,1940,0.348853893,0.15430262
100,16,1941,0.260144519,0.08459915
100,16,1942,0.264440498,0.12243525
100,16,1943,0.277367013,0.150571415
100,16,1944,0.17524323,0.117803293
100,16,1945,0.267037377,0.158531218
100,16,1946,0.343820242,0.151201023
