Year Species MigrationType 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 202 203 204 205 206 207 208 209 210 211 212 213 214 215 216 217 218 219 220 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 236 237 238 239 240 241 242 243 244 245 246 247 248 249 250 251 252 253 254 255 256 257 258 259 260 261 262 263 264 265 266 267 268 269 270 271 272 273 274 275 276 277 278 279 280 281 282 283 284 285 286 287 288 289 290 291 292 293 294 295 296 297 298 299 300 301 302 303 304 305 306 307 308 309 310 311 312 313 314 315 316 317 318 319 320 321 322 323 324 325 326 327 328 329 330 331 332 333 334 335 336 337 338 339 340 341 342 343 344 345 346 347 348 349 350 351 352 353 354 355 356 357 358 359 360 361 362 363 364 365
1929 Chinook_1 inriver 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0.05 0.14 0.36 0.81 1.73 3.84 8.43 17.29 31.37 51.72 80.35 122.05 186.61 285.81 430.2 623.96 868.84 1163.71 1528.3 2006.7 2637.48 3409.27 4253.51 5171.84 6188.04 7405.72 8863.58 10752.56 12851.76 14595.81 16821.39 19454.93 22146.9 26669.28 30088.29 31652.49 31848.56 29361.37 25958.92 21054.49 17343.54 15125.36 13106.8 11512.57 10394.02 8913.65 7722.45 7180.16 7154.81 6331.36 5488.88 5028.38 4517.21 4139.13 3980.66 4018.23 3496.44 2970.17 2718.21 2142.62 1775.05 1587.06 1296.1 1109.38 812.93 607.62 557.06 482.34 488.13 464.63 412.7 317.91 223.26 186.17 146.71 148.86 136.02 109.26 115.63 98.32 65.5 32.16 12.35 4.96 1.19 0.24 0.03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1929 Chinook_1 transport 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 309.62 2404.91 2596.76 2589.55 2923.94 2913.96 2909.35 2978.23 3607.78 4000.26 11949.67 17389.46 15251.56 13273.94 11115.74 9296.62 8300.13 7270.6 6579 5940.7 5562.1 5523.78 4996.3 4785.63 4975.09 5508.98 5570.08 5698.92 5166.71 4863.31 4718.1 5582.25 6212.84 6704.9 6486.13 5300.58 3520.95 2619.47 2487.9 2142.8 1895.46 1519.33 1203.27 1170.71 1278.75 1274.69 1172.43 1069.85 824.28 590.12 524.63 579.99 476.27 378.98 429.12 450.69 444.62 355.06 281.22 300.06 267.89 485.45 486.41 328.01 232.08 190.13 176.08 198.6 184.54 145.89 124.69 75.19 66.04 61.93 52.67 35.72 32.15 24.5 15.45 14.16 12.09 10.29 7.58 6.33 5.65 5.9 5.24 3.87 4.45 3.63 2.35 1.52 0.5 0.15 0.04 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1930 Chinook_1 inriver 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.07 0.24 0.73 1.95 4.58 9.72 19.9 39.79 75.72 132.86 220.76 358.46 565.42 849.41 1194.56 1584.79 1999.11 2444.06 3028.77 3850.73 4893.62 6033.47 7309.08 8756.07 10502.98 12412.7 14305.94 16567.73 18598.59 20753.52 22890.04 24103.3 25357.1 23804.99 21250.47 19133.95 17001.24 15701.9 14045.2 13369.97 13146.94 12638.72 12120.18 11525 10258.4 9445.94 9306.49 9700.5 8760.12 7436.15 6281.31 5191.3 4598.62 4461.29 4568.08 3947.98 3198.9 2445.28 1607.17 1259.41 1141.49 912.14 619.14 470.95 374.43 283.02 217.37 221.94 238.81 191.98 173 137.78 103.74 62.61 49.95 46.24 34.47 30.04 27.45 28.03 27.83 25.04 24.73 17.41 17.58 17.94 15.48 13.31 11.47 10.56 8.67 6.74 5.52 4.47 3.29 3.12 2.76 2.47 1.95 1.51 1.3 1.03 0.87 0.65 0.51 0.32 0.25 0.18 0.13 0.1 0.09 0.07 0.06 0.04 0.03 0.02 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1930 Chinook_1 transport 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 173.41 3584.11 4365.37 6285.92 5967.02 6173.86 6385.22 6099.79 5902 5846.17 10824.91 12834.98 11636.62 11229.63 10624.64 9222.9 9084.7 7999.85 6616.04 6547.5 5698.38 5497.52 5077.27 4482.46 4603 4909.14 5285.37 5291.36 5179.17 4220.39 3795.73 4743.79 5251.71 4935.74 4388.77 3793.6 3082.41 2333.47 2296.95 2498.67 2310.51 1764.18 1172.87 881.83 869.21 1099.69 1045.77 943.29 895.32 788.97 496.95 409.54 467.88 409.77 273.89 280.41 290.91 247.38 193.82 194.08 195.53 391.2 490.37 334.97 187.5 123.49 127.7 119.9 119.59 120.43 101.69 73.63 63.4 77.04 65.38 47.36 34.37 31.14 22.41 19.51 19 13.7 9.86 7.35 7.14 6.2 6 5.54 5.08 4.89 3.58 2.65 1.87 0.91 0.4 0.12 0.04 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1931 Chinook_1 inriver 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0.03 0.12 0.41 1.23 3.28 7.54 15.18 28.33 51.27 90.47 152.18 247.38 395.08 611.28 897.92 1244.84 1643.52 2063.19 2460.29 2902.13 3456.13 4096.04 4763.06 5518.12 6404.15 7547.85 8906.6 10816.4 13138.12 15287.07 18390.26 21586.69 24671.85 30551.42 32520.14 32181.96 29544.46 24848.09 20592.39 15655.05 13287.92 12055.03 11173.55 10834.09 10459.55 9707.68 8211.5 7635.2 7442.95 6626.69 6173.74 5640.43 5460.25 5184.49 4813.47 4692.03 3882.58 3012.54 2257.7 1672.65 1204.35 1035.39 746.3 558.82 414.82 316.44 272.88 225.93 241.8 255.95 247.63 222.09 177.7 141.75 86.4 68.78 59.63 45.34 38.13 27.97 21.7 15.25 9.72 7.46 4.13 3.1 2.23 1.28 0.76 0.41 0.25 0.16 0.1 0.06 0.03 0.02 0.01 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1931 Chinook_1 transport 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 342.9 2156.12 2562.21 2984.18 2732.38 2984 2936.33 2919.99 2994.45 4026.91 11942.59 17909.63 16130.5 14572.53 11975.88 10895.7 10807.72 9149.25 8385.26 8212.25 7178.42 7058.09 6509.72 6032.86 6267.7 5605.79 5029.98 4738.52 4763.37 4910.72 4641.09 4928.91 4736.08 4263.94 3901.37 3496.48 3290.53 2996.22 2592.14 2199.52 1867.86 1149.22 746.42 626.68 640.26 801.52 795.67 739.38 681.16 604.75 411.58 320.36 348.1 325.65 266.93 278.06 291.56 251.37 203.88 204.21 206.59 249.82 282.17 228.55 146.67 100.13 104.13 100.39 106.08 105.57 90.29 77.99 53.11 48.36 36.64 32.55 27.78 24.98 20.78 17.27 14.29 10.63 8.87 7.52 7.37 6.47 6.26 5.58 4.23 4.22 3.18 2.19 1.71 0.89 0.4 0.15 0.05 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1932 Chinook_1 inriver 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0.02 0.08 0.28 0.84 2.19 4.98 10.2 19.78 37.62 69.92 124.63 212.5 372.95 629.55 972.94 1362.94 1765.55 2177.34 2630.9 3149.43 3781.15 4462.46 5131.05 5863.35 6585.8 7395.62 8643.81 10378.96 12784.75 15728.32 18995.99 22433.38 26241.48 29706.3 31139.16 31417.9 31067.57 29652.39 27347.15 23996.22 20554.55 15967.17 12592.91 10425.38 8848.61 7513.72 6247.96 5365.06 4295.82 3537.43 3002.74 2570.6 2221.8 2120.22 2052.53 2290.19 2215.56 2215.05 2018.44 1825.19 1656.54 1597.18 1326.87 1367.95 1170.84 997.98 907.9 828.96 847.68 850.13 877.88 805.35 703.51 583.8 430.29 346.85 299.85 256.58 227.65 202.62 198.68 188.84 166.62 130.91 99.87 65.69 36.1 14.33 3.61 0.59 0.07 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1932 Chinook_1 transport 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 292.31 6618.43 6353.08 5755.86 5891.26 5201.63 4689.94 4418.85 4484.02 4385.28 10658.55 12647.56 11216.12 9658.92 9604.81 9082.99 8322.91 7723.75 6924 6989.65 6320.72 6974.34 7244.5 8906.74 9387.62 8670.9 8090.36 6755.59 5969.79 5918.17 6208.94 6025.6 5222.35 4250.77 3726.99 2685.34 1937.41 1381.3 1249.33 1202.76 1298.45 971.39 983.14 800.06 679.38 596.89 558.19 487.61 418.66 375.45 411.71 385.22 355.1 333.99 281.52 310.24 345.82 324.07 278.48 200.6 141.39 113.53 172.42 250.34 205.86 159.62 146.37 100.84 97.46 69.85 58.18 39.58 33.32 24.75 14.45 13.56 10.22 8.62 6.91 6.8 5.43 5.8 5.26 3.22 4.04 3.31 1.67 1.11 0.42 0.12 0.03 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1933 Chinook_1 inriver 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0.06 0.18 0.47 1.07 2.26 4.57 8.79 16.52 30.78 58.45 104.99 176.27 279.07 416.04 586.43 794.58 1056.77 1396.73 1836.26 2364.72 2977.78 3674.41 4444.26 5305.29 6386.79 7749.6 9427.17 11296.28 13299.62 16024.49 19091.63 21495.81 23280.99 24197.17 23852.13 22383.16 20720.64 18942.77 17256.69 14374.05 12011.75 10734.19 9867.72 9003.39 8155.65 7944.48 7525.78 7249.62 6947.58 6427.59 5750.29 5534.4 5422.28 6119.65 6247.03 6738.19 5856.83 5261.36 4633.28 4246.37 3954.09 3278.05 2548.93 1803.34 1301.87 938.05 681.6 496.77 366.82 291.02 229.6 163.97 118.54 98.47 91.51 85.4 72.73 69.26 77.18 74.64 63.23 52.11 52.6 63.48 60.74 40.62 26.07 18.82 17.64 18.1 19.64 19.29 14.43 11.88 7.48 6.74 5.45 5.39 4.84 4.17 3.37 3.28 3.32 2.76 2.13 1.51 1.18 0.94 0.68 0.59 0.43 0.35 0.24 0.17 0.12 0.07 0.03 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1933 Chinook_1 transport 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 246.66 3050.76 3739.88 4569.67 4667.73 5126.99 5973.76 5850.94 6475.75 6258.53 10144.33 10567.15 9414.18 8422.14 7134.49 5799.88 5435.33 4349.89 3718.61 3410.88 2919.39 2447.95 2214.47 2214.82 2246.17 2661.98 2888.36 2935.21 3131.47 2984.17 2855.71 2722.25 2600.8 2480.77 2423.37 2630.33 3052.61 2719.21 2032.85 1586.19 1791.48 2256.73 2490.21 2483.24 2305.32 1821.71 1357.9 1005 924.55 908.95 826.29 686.24 749.42 795.4 731.26 644.23 516.53 475.88 464.96 384.71 248.84 241.6 215.63 189.62 174.49 186.65 156.14 139.99 138.59 107.56 111.33 78.81 54.03 32.21 33.66 26.42 21.97 21.16 16.31 13.31 10.86 9.15 8.54 9.37 8.61 6.02 6.57 4.87 2.82 2.04 1.16 0.52 0.18 0.06 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
